head_word,is_primary,is_middle,is_high,is_zhongkao,is_gaokao,is_cet4,is_cet6,is_kaoyan,is_ielts,is_toefl,is_gre,is_gmat,is_sat,is_bec,is_level4,is_level8,is_phonetic_filled,phonetic_source
addictive,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,origin
addition,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,origin
additional,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,origin
additionally,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,origin
additive,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,origin
addle,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
addled,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
address,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,origin
addressee,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,origin
adduce,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
adelaide,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
adept,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,origin
adequacy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
adequate,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,origin
adequately,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
adhere,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,origin
adherence,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,origin
adherent,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
adhesion,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
adhesive,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,origin
adipose,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
adj.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fuzzy:dj
adjacent,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,origin
adjective,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,origin
adjoin,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,origin
adjourn,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,origin
adjudicate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
adjunct,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,origin
adjuration,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
adjure,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
adjust,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,origin
adjust to,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fuzzy:adjust
adjustable,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,origin
adjuster,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,origin
adjustment,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,origin
adjutant,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
adman,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,origin
admin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,origin
administer,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,origin
administration,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,origin
administrative,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,origin
administrator,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,origin
admirable,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,origin
admiral,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,origin
admiration,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,origin
admire,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
admissible,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,origin
admission,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,origin
admit,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,origin
admittance,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,origin
admittedly,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,origin
admix,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
admonish,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
admonition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
admonitory,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
ado,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
adobe,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,origin
adolescence,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,origin
adolescent,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,origin
adopt,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,origin
adoption,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,origin
adoptive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,origin
adorable,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
adoration,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
adore,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,origin
adorn,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,origin
adornment,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
adrenaline,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
adrift,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,origin
adroit,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,origin
adulate,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
adulation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
adulatory,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,origin
adult,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
adulterant,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,origin
adulterate,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
adultery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
adulthood,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,origin
adumbrate,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
advance,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,origin
advanced,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,origin
advancement,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,origin
advantage,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,origin
advantageous,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,origin
advantageously,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fuzzy:advantageous
advent,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,fuzzy:cadent
adventitious,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
adventure,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,origin
adventurer,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,origin
adventurism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
adventurist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
adventurous,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,origin
adverb,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,origin
adverbial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
adversarial,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,origin
adversary,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,origin
adverse,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,origin
adversely,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,origin
adversity,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,origin
advert,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,origin
advertise,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,origin
advertisement,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,origin
advertiser,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,origin
advertising,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,origin
advice,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,origin
advisable,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,origin
advise,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
adviser,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,origin
advisor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
advisory,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,origin
advocacy,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,origin
advocate,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,origin
advocator,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,fuzzy:advocate
adynamic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,fuzzy:dynamic
aegis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
aeon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
aerate,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
aeration,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,origin
aerial,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,origin
aero,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
aerobatics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
aerobic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,origin
aerobics,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,origin
aerodynamic,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,origin
aerodynamics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
aeronaut,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
aeronautics,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,origin
aeroplane,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,origin
aerosol,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,origin
aerospace,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,origin
aerostat,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
aesthete,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
aesthetic,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,origin
aesthetically,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
aesthetics,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,origin
aestival,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
afar,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
affable,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,origin
affair,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,origin
affect,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,origin
affectation,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
affected,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
affection,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,origin
affectional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fuzzy:affection
affectionate,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,origin
affective,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
affidavit,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
affiliate,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,origin
affiliation,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,origin
affinity,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,origin
affirm,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,origin
affirmation,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,origin
affirmative,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,origin
affix,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,origin
afflatus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
afflict,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,origin
afflicting,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,fuzzy:affliction
affliction,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
affluence,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,origin
affluent,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,origin
afford,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,origin
affordable,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,origin
affray,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
affront,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,origin
afghanistan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
aficionado,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
afield,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,origin
afire,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
aflatoxin,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,origin
afloat,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,origin
afoot,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,origin
aforesaid,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
afoul,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
afraid,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,origin
afresh,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,origin
africa,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,origin
african,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,origin
after,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,origin
after-school,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
afterlife,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
aftermarket,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,origin
aftermath,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,origin
afternoon,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,origin
afterthought,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
afterward,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,origin
afterwards,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,origin
afterworld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,origin
again,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,origin
against,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,origin
against one’s will,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
against the rules,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
agape,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
age,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,origin
aged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
ageism,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
agency,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,origin
agenda,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,origin
agent,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,origin
agglomerate,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
aggrandize,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
aggravate,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,origin
aggravation,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,origin
aggregate,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,origin
aggregation,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
aggress,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
aggression,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,origin
aggressive,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,origin
aggressiveness,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,origin
aggressor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,origin
aggrieve,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
aggrieved,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
aghast,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
agile,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,origin
agility,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,origin
agiotage,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,origin
agitate,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,origin
agitated,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
agitation,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,origin
agnes grey,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
agnostic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,origin
ago,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,origin
agog,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
agonal,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
agonize,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,origin
agonizing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
agonizingly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,fuzzy:agonizing
agony,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,origin
agoraphobic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
agrarian,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,origin
agree,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
agree with,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
agree with sb.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
agreeable,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,origin
agreement,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,origin
agricultural,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,origin
agriculturalist,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
agriculturally,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fuzzy:agricultural
agriculture,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,origin
agro-scientifc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
agronomist,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
aground,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
ague,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
ah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
ahead,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
ahead of,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
ahmed aziz,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
aid,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,origin
aide,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
aids,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,origin
aie,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fuzzy:aide
ail,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,origin
ailing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
ailment,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,origin
aim,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
aimless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,origin
air,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,origin
air conditioner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fuzzy:conditioner
air hostess,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
air-conditioning,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,origin
airbase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,fuzzy:abase
airborne,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,origin
aircraft,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,origin
airfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
airflow,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
airforce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,fuzzy:force
airhostess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,fuzzy:hostess
airily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
airing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,origin
airlift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
airline,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,origin
airliner,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,origin
airmail,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,origin
airplane,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,origin
airport,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
airspace,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,origin
airstream,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
airstrip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
airtight,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,origin
airway,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,origin
airy,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,origin
aisle,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,origin
ajar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
ajustment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fuzzy:adjustment
akin,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,origin
akira nagata,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
ala,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
alabama,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
alabaster,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
alacrity,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
alan turing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
alarm,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,origin
alarmed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
alas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,origin
alaska,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
alaskan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,fuzzy:alaska
albany,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
albedo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
albeit,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,origin
albert einstein,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
album,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,origin
alchemist,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,origin
alchemy,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
alcohol,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,origin
alcoholic,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,origin
alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
alcove,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,origin
alder,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
alderman,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
aldosterone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
ale,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,origin
aleatory,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
alert,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,origin
alertness,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,origin
alexander graham,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
alexander graham bell,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
alfred,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,origin
alga,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,origin
algae,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,origin
algebra,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,origin
alias,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,origin
alibi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
alien,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,origin
alienable,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,origin
alienate,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,origin
alienated,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,origin
alienation,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,origin
alight,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,origin
align,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,origin
alignment,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,origin
alike,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,origin
aliment,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
alimentary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,origin
alimony,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,origin
